order_id,customer_id,order_date,status,shipping_method,shipping_cost,discount_amount,tax_amount,total_amount,currency,promo_code,channel,items_sum
3671,1296,2025-04-26 09:57:28,completed,standard,19.81,-4.83,34.44,489.58,USD,,marketplace,430.49999999999994
3672,1926,2024-07-08 18:55:51,shipped,standard,8.61,16.57,21.66,284.4,USD,SPRING15,web,270.7
3673,999,2024-01-14 11:33:34,completed,standard,4.31,17.58,19.7,252.65,EUR,FREESHIP,web,246.22
3674,2391,2023-09-25 00:06:24,cancelled,pickup,5.62,5.01,47.9,0.0,EUR,WELCOME10,mobile,598.78
3675,2199,2024-03-15 18:20:13,completed,standard,4.27,10.49,14.69,192.11,USD,,web,183.64000000000001
3676,3645,2023-04-22 06:43:31,completed,standard,3.12,17.76,2.74,22.35,USD,FREESHIP,mobile,34.25
3677,1664,2025-07-16 17:14:24,completed,standard,6.92,17.38,22.46,292.7,EUR,,web,280.70000000000005
3678,2347,2025-04-10 15:25:31,completed,pickup,12.57,-5.0,4.09,72.79,USD,,web,51.13
3679,2461,2023-03-21 00:49:05,completed,standard,0.55,17.68,0.8,-6.37,GBP,,mobile,9.96
3680,4817,2025-09-06 03:11:25,completed,standard,7.75,4.04,1.44,23.09,GBP,,mobile,17.939999999999998
3681,3741,2024-11-24 18:48:31,completed,express,8.3,6.26,16.87,229.79,USD,,web,210.88
3682,3537,2024-06-28 23:55:23,shipped,standard,15.0,10.07,6.14,87.78,USD,,web,76.71000000000001
3683,639,2023-02-02 12:49:55,completed,standard,10.14,2.84,12.42,174.91,USD,,mobile,155.19
3684,608,2024-02-16 09:25:22,completed,standard,8.52,12.34,16.86,223.79,USD,,mobile,210.75
3685,485,2023-01-01 11:57:04,completed,standard,2.71,20.94,8.48,96.21,EUR,,marketplace,105.96
3686,1793,2024-01-28 13:59:19,completed,standard,3.76,-5.0,9.64,138.88,USD,,web,120.48
3687,4272,2024-06-27 14:08:58,completed,standard,1.74,-3.67,24.4,334.83,USD,FREESHIP,web,305.02
3688,1752,2025-06-11 22:29:23,returned,standard,10.82,31.47,35.46,0.0,MAD,WELCOME10,web,354.65
3689,4431,2024-12-20 01:31:53,completed,standard,12.12,-1.94,5.83,92.73,USD,WELCOME10,web,72.84
3690,1223,2025-07-29 13:02:48,shipped,standard,7.74,6.02,18.33,249.19,EUR,VIP20,web,229.14
3691,1522,2025-03-10 08:10:58,completed,pickup,4.22,-0.35,5.8,82.88,USD,WELCOME10,mobile,72.50999999999999
3692,2305,2024-08-28 22:30:03,completed,standard,12.15,2.82,0.11,10.81,EUR,,mobile,1.37
3693,4400,2024-05-10 02:39:56,completed,standard,4.45,20.57,24.71,317.49,USD,VIP20,mobile,308.9
3694,1186,2024-11-23 11:36:13,returned,standard,8.4,-4.75,11.76,0.0,USD,,web,147.05
3695,3338,2023-03-04 23:34:37,completed,standard,12.44,4.87,12.98,182.74,USD,,web,162.19
3696,3734,2024-07-11 13:42:38,completed,standard,13.14,-5.0,38.59,539.08,EUR,,web,482.34999999999997
3697,546,2023-05-13 12:45:18,completed,pickup,8.27,5.07,60.6,821.24,USD,,web,757.4399999999999
3698,2049,2024-04-12 07:53:39,completed,standard,8.2,21.25,12.62,157.3,USD,,mobile,157.73000000000002
3699,1385,2024-11-25 03:33:56,completed,standard,13.8,-0.45,11.3,166.84,EUR,,web,141.29
3700,4801,2024-04-24 21:32:41,completed,express,2.43,7.26,4.29,42.39,MAD,,web,42.93
3701,3261,2024-07-16 12:00:19,completed,standard,19.55,6.52,0.04,13.55,GBP,,web,0.48
3702,258,2023-05-15 00:07:50,shipped,standard,6.68,-5.0,12.82,184.76,USD,,web,160.26
3703,4458,2024-07-09 16:33:30,completed,standard,5.6,-5.0,45.32,622.46,USD,,web,566.54
3704,1657,2025-02-07 19:59:21,completed,standard,5.64,8.97,26.12,349.27,EUR,,web,326.48
3705,4362,2023-04-13 19:48:44,completed,standard,5.57,8.93,3.1,38.48,USD,SPRING15,web,38.74
3706,2249,2025-02-09 07:02:15,completed,standard,3.31,8.95,7.2,91.6,USD,,mobile,90.04
3707,4042,2023-02-14 05:58:13,completed,express,1.0,6.65,22.57,299.01,USD,WELCOME10,web,282.09
3708,1984,2025-09-04 03:37:50,completed,standard,2.43,-5.0,8.53,122.6,GBP,,mobile,106.64
3709,4533,2024-02-15 20:02:47,completed,priority,1.58,8.09,10.8,139.25,USD,WELCOME10,marketplace,134.96
3710,3259,2024-12-18 19:42:36,completed,standard,4.61,-5.0,12.78,182.19,USD,WELCOME10,marketplace,159.8
3711,2598,2024-03-04 13:13:47,completed,standard,8.22,12.06,41.44,555.66,USD,,web,518.06
3712,3024,2023-02-27 00:25:38,completed,express,4.1,-3.59,15.8,221.02,USD,,web,197.53
3713,2908,2024-02-01 05:43:20,completed,express,0.72,-0.17,12.05,163.55,USD,SPRING15,web,150.61
3714,2705,2023-09-15 21:36:23,completed,standard,2.74,-5.0,17.83,248.42,USD,FREESHIP,web,222.85
3715,1839,2024-05-02 02:21:55,completed,express,16.83,10.08,10.04,142.34,EUR,,web,125.55000000000001
3716,4147,2024-10-12 03:24:07,completed,express,9.42,3.47,21.59,297.47,EUR,SPRING15,web,269.93
3717,2239,2023-11-11 18:01:59,shipped,standard,3.81,5.56,34.45,377.24,MAD,WELCOME10,mobile,344.54
3718,2521,2025-06-15 10:38:48,completed,standard,6.32,5.59,7.58,103.03,USD,,web,94.72
3719,2915,2023-10-06 04:22:29,completed,standard,6.45,5.98,21.76,294.21,EUR,,web,271.98
3720,3765,2024-10-18 19:01:08,completed,standard,7.57,9.79,11.94,159.0,USD,,mobile,149.28
3721,3576,2023-08-08 06:48:28,returned,priority,0.37,25.5,23.63,0.0,EUR,FREESHIP,web,295.35
3722,2267,2024-05-10 16:05:22,completed,standard,4.17,4.17,2.41,32.48,EUR,VIP20,web,30.07
3723,2788,2023-08-05 09:50:09,completed,standard,3.64,1.07,20.36,277.39,USD,SPRING15,web,254.46
3724,4746,2025-08-16 10:33:00,completed,express,0.63,8.96,46.69,622.04,EUR,,mobile,583.68
3725,4009,2024-01-13 23:59:02,completed,express,3.72,18.23,6.24,69.77,USD,,web,78.03999999999999
3726,4053,2023-05-07 09:00:44,completed,standard,5.78,17.62,24.28,315.94,EUR,,web,303.5
3727,3091,2023-12-23 05:19:01,completed,express,7.3,10.65,29.07,389.07,USD,,web,363.34999999999997
3728,952,2024-01-17 12:23:04,completed,express,2.51,4.9,-0.19,-4.9,USD,,mobile,-2.32
3729,3572,2023-06-28 03:24:08,completed,priority,2.71,8.26,17.22,226.88,EUR,,web,215.21
3730,1214,2023-10-13 11:29:41,completed,standard,2.41,1.6,2.46,33.98,USD,,mobile,30.71
3731,4540,2023-08-17 19:33:54,completed,standard,3.93,3.92,11.58,156.4,EUR,,web,144.81
3732,4927,2025-06-04 03:11:28,completed,express,7.94,5.76,6.13,84.97,USD,,marketplace,76.66
3733,4835,2024-08-09 22:56:27,completed,express,8.54,8.13,32.43,438.27,EUR,,web,405.43
3734,4551,2025-07-22 13:34:05,cancelled,express,7.36,3.35,24.97,0.0,EUR,,marketplace,312.15999999999997
3735,2808,2025-05-17 09:00:50,completed,standard,3.49,0.87,21.19,288.68,USD,,web,264.87
3736,3972,2024-03-15 07:39:07,completed,standard,11.52,4.47,22.38,309.18,EUR,,mobile,279.75
3737,813,2023-08-03 21:56:37,completed,standard,12.57,31.78,14.25,173.13,EUR,,web,178.08999999999997
3738,4899,2024-09-25 22:40:17,cancelled,standard,11.97,-1.68,5.21,0.0,MAD,,web,52.099999999999994
3739,1996,2023-08-08 16:30:46,pending,standard,11.21,1.59,33.88,467.05,USD,,marketplace,423.55
3740,3995,2023-08-01 02:35:51,completed,express,9.07,11.8,11.15,147.74,USD,,mobile,139.32
3741,4422,2025-07-25 07:16:26,completed,standard,12.68,11.5,7.08,79.02,MAD,FREESHIP,web,70.76
3742,1178,2024-03-21 15:12:36,completed,standard,13.75,6.65,20.43,282.87,USD,,web,255.34
3743,2337,2023-09-29 18:49:42,completed,pickup,13.77,2.76,8.77,129.38,EUR,,web,109.6
3744,4146,2023-10-15 14:51:39,completed,standard,3.29,5.05,20.78,278.8,EUR,SPRING15,marketplace,259.78000000000003
3745,4776,2023-01-21 14:25:47,completed,standard,6.95,6.72,3.53,47.89,USD,,marketplace,44.13
3746,3464,2024-03-12 10:21:13,completed,standard,8.55,5.74,3.56,50.84,USD,,web,44.47
3747,4900,2023-11-05 06:16:12,returned,standard,3.87,14.38,23.98,0.0,MAD,VIP20,marketplace,239.75
3748,3516,2024-04-21 21:00:12,completed,standard,8.34,-5.0,1.91,39.18,EUR,,web,23.93
3749,2182,2024-09-21 21:52:04,completed,standard,5.55,2.59,19.28,263.26,USD,,web,241.01999999999998
3750,4798,2024-03-01 20:07:11,completed,standard,14.94,11.69,10.66,147.12,EUR,SPRING15,web,133.21
3751,328,2024-01-12 06:50:56,completed,standard,7.58,4.05,11.95,164.84,USD,WELCOME10,mobile,149.36
3752,3775,2023-03-06 14:20:09,completed,standard,13.52,19.11,19.09,252.12,GBP,,marketplace,238.62
3753,2936,2023-03-08 10:25:48,completed,express,7.55,5.39,4.16,58.37,USD,,web,52.05
3754,1440,2023-05-15 13:28:02,completed,standard,5.81,23.38,33.08,428.96,EUR,WELCOME10,mobile,413.45
3755,1196,2024-08-01 07:03:34,completed,priority,10.69,14.49,6.43,66.94,MAD,VIP20,mobile,64.31
3756,1045,2023-11-01 15:35:10,completed,express,6.35,7.15,4.02,53.5,USD,,web,50.28
3757,2797,2024-08-22 09:57:41,completed,standard,19.15,6.95,8.47,126.58,USD,SPRING15,mobile,105.91
3758,3220,2024-06-07 17:15:48,completed,express,0.7,0.15,4.0,54.6,EUR,,web,50.050000000000004
3759,2106,2024-10-18 08:46:23,pending,standard,3.55,9.39,2.09,22.32,USD,WELCOME10,web,26.07
3760,3832,2023-05-06 05:35:55,returned,standard,2.36,4.12,17.71,0.0,EUR,,web,221.34
3761,1766,2024-08-17 15:34:49,completed,standard,5.2,-5.0,1.64,32.36,USD,VIP20,mobile,20.52
3762,2730,2024-08-07 02:40:37,completed,standard,5.34,-3.22,17.68,247.23,USD,,marketplace,220.99
3763,111,2025-03-11 10:45:02,completed,express,13.54,-5.0,8.46,111.58,MAD,,web,84.58
3764,2601,2024-10-11 03:19:53,completed,pickup,8.87,14.72,0.28,-2.07,USD,WELCOME10,web,3.5
3765,2628,2023-11-06 10:41:40,completed,standard,6.05,-5.0,10.41,151.6,EUR,,web,130.14
3766,1921,2023-05-18 14:31:20,completed,standard,13.05,5.7,13.51,189.77,USD,,web,168.91
3767,3374,2023-07-19 06:37:25,completed,express,25.9,10.98,5.6,90.54,EUR,,web,70.02000000000001
3768,3005,2024-11-18 15:16:55,completed,standard,5.73,20.94,0.77,-4.86,EUR,,web,9.58
3769,1592,2023-09-26 20:19:48,cancelled,standard,5.39,18.33,31.03,0.0,EUR,,mobile,387.84999999999997
3770,2175,2025-03-20 10:44:35,returned,standard,16.64,26.92,17.16,0.0,EUR,,mobile,214.47
3771,1359,2024-11-24 23:36:03,completed,express,15.45,0.19,10.84,161.63,EUR,WELCOME10,mobile,135.53
3772,2649,2024-06-05 07:51:47,pending,standard,13.27,5.42,4.41,56.39,MAD,WELCOME10,web,44.13
3773,4554,2024-05-22 10:21:08,completed,standard,4.41,11.52,8.66,109.79,USD,VIP20,web,108.24
3774,3042,2024-09-30 05:08:11,completed,express,7.88,13.84,27.98,371.73,EUR,,mobile,349.71000000000004
3775,795,2025-09-03 09:06:44,completed,standard,7.36,9.77,29.32,393.47,USD,,mobile,366.56
3776,4082,2023-02-11 01:24:18,completed,pickup,8.11,6.71,58.1,640.49,MAD,SPRING15,web,580.99
3777,4055,2023-11-12 14:58:47,completed,express,20.76,-5.0,11.66,183.2,USD,FREESHIP,web,145.78
3778,948,2024-01-22 09:21:34,pending,express,2.91,13.35,5.09,58.26,GBP,,web,63.61
3779,4272,2023-09-22 20:59:38,completed,standard,1.6,-1.28,10.24,141.18,USD,,mobile,128.06
3780,907,2023-10-07 15:16:32,completed,express,1.24,-5.0,23.28,320.49,EUR,VIP20,mobile,290.97
3781,1511,2024-06-30 20:51:43,completed,standard,7.04,6.63,9.75,131.99,EUR,SPRING15,web,121.83
3782,3080,2023-12-29 22:25:35,pending,pickup,4.37,11.62,5.02,60.48,EUR,FREESHIP,mobile,62.71
3783,4954,2024-12-16 14:25:41,completed,pickup,12.11,15.08,10.92,144.42,USD,,mobile,136.47
3784,2345,2024-03-04 13:46:57,completed,priority,11.64,-2.95,56.11,772.07,EUR,,web,701.37
3785,1666,2023-10-26 15:13:25,completed,standard,6.75,8.62,18.83,252.31,USD,,marketplace,235.35000000000002
3786,2899,2023-12-20 08:46:16,completed,express,10.28,11.31,21.11,283.93,USD,,web,263.85
3787,1866,2024-05-07 12:31:33,completed,express,1.02,18.85,14.27,174.82,EUR,,mobile,178.38
3788,4882,2024-01-28 08:56:45,completed,express,5.7,10.36,37.96,507.86,USD,SPRING15,web,474.56
3789,902,2024-06-26 17:52:30,completed,standard,26.93,-5.0,24.58,302.26,MAD,,web,245.75
3790,922,2025-03-13 23:46:43,completed,express,15.07,-5.0,21.31,307.81,USD,,web,266.42999999999995
3791,3449,2025-04-17 20:50:00,completed,standard,1.11,19.23,24.52,312.92,USD,,web,306.52
3792,4060,2025-08-09 17:45:54,cancelled,express,7.1,31.78,19.15,0.0,USD,,web,239.4
3793,4036,2024-04-06 01:24:15,completed,express,6.05,-2.48,22.52,312.52,USD,,web,281.47
3794,461,2024-01-26 13:41:13,completed,standard,6.9,5.08,16.42,223.47,USD,,web,205.23000000000002
3795,4558,2024-08-30 21:39:26,completed,pickup,6.71,19.09,21.69,280.4,USD,,web,271.09
3796,1651,2024-03-26 14:10:57,completed,express,5.29,-2.54,19.55,271.71,EUR,,mobile,244.32999999999998
3797,1071,2023-03-12 18:37:23,completed,priority,10.78,-2.03,12.01,174.96,GBP,,mobile,150.14
3798,1966,2024-09-01 17:22:53,returned,standard,8.63,10.3,7.26,0.0,USD,,web,90.74000000000001
3799,3189,2023-07-06 13:26:38,completed,express,15.88,14.59,3.18,44.16,USD,WELCOME10,web,39.69
3800,4105,2025-05-17 11:19:49,completed,express,6.9,21.03,27.75,360.54,USD,,marketplace,346.92
3801,521,2023-10-20 10:32:44,completed,express,15.03,7.42,17.06,237.95,USD,WELCOME10,web,213.28
3802,1587,2024-01-05 19:54:42,completed,standard,3.55,-2.57,25.84,354.92,GBP,,web,322.96000000000004
3803,4672,2024-06-18 05:37:53,completed,standard,5.78,-2.41,19.7,274.17,USD,WELCOME10,web,246.28
3804,354,2023-07-31 00:05:56,completed,express,2.98,-2.81,6.27,90.49,EUR,,web,78.43
3805,4861,2023-09-16 20:42:13,cancelled,standard,15.32,7.98,9.98,0.0,GBP,,mobile,124.70000000000002
3806,4334,2024-01-25 14:30:39,completed,standard,11.15,0.77,16.41,231.87,USD,,web,205.07999999999998
3807,4377,2024-05-17 07:50:11,cancelled,standard,4.05,0.66,11.24,0.0,MAD,,marketplace,112.41
3808,3400,2023-10-01 16:45:34,shipped,pickup,9.62,11.91,0.78,8.2,USD,,web,9.71
3809,3793,2025-05-30 05:59:02,completed,standard,3.81,-5.0,4.49,69.47,EUR,,web,56.17
3810,1902,2023-07-16 07:01:16,pending,express,1.9,3.41,33.89,456.0,USD,,mobile,423.62
3811,1811,2025-09-08 02:21:00,pending,standard,9.42,14.51,10.18,132.31,EUR,,web,127.22
3812,1248,2025-01-16 23:55:21,completed,express,5.93,23.64,15.38,189.96,USD,WELCOME10,web,192.29
3813,1186,2024-09-16 04:33:31,completed,standard,5.87,17.42,18.34,236.09,USD,,mobile,229.3
3814,4686,2024-10-20 16:02:21,completed,express,11.25,-0.33,0.86,21.01,MAD,,mobile,8.57
3815,1433,2023-03-12 12:02:22,completed,standard,19.06,10.89,14.31,201.32,USD,,web,178.84
3816,1815,2024-09-15 20:14:27,pending,standard,6.33,9.98,4.58,58.17,USD,,mobile,57.24
3817,4250,2025-09-12 21:39:57,completed,standard,6.63,-5.0,22.14,310.58,USD,,web,276.81
3818,3008,2024-06-29 10:51:49,completed,standard,1.84,0.99,18.76,254.11,USD,,web,234.5
3819,3655,2024-04-28 16:25:02,shipped,express,9.72,16.88,25.05,331.07,EUR,,web,313.18
3820,427,2023-06-01 03:27:34,completed,standard,6.86,2.96,15.76,216.64,USD,,mobile,196.98000000000002
3821,1527,2025-08-04 08:06:45,returned,express,10.89,18.7,11.74,0.0,GBP,,mobile,146.70000000000002
3822,4021,2023-03-20 18:08:33,completed,standard,9.62,5.9,18.55,254.15,EUR,,mobile,231.88
3823,1132,2024-08-27 03:25:51,pending,standard,3.31,0.14,9.83,135.84,USD,,web,122.84
3824,1156,2025-01-17 23:55:41,completed,express,3.72,7.39,49.52,541.07,MAD,,mobile,495.21999999999997
3825,3284,2023-05-29 10:36:06,completed,standard,2.06,-5.0,11.16,157.72,USD,,mobile,139.5
3826,2139,2023-08-13 22:07:07,pending,express,6.34,1.59,37.42,509.86,EUR,VIP20,web,467.69
3827,2563,2025-01-20 01:49:06,completed,standard,15.76,13.35,10.34,142.05,EUR,SPRING15,web,129.3
3828,4596,2023-04-01 23:57:50,pending,standard,11.98,14.02,8.93,118.54,EUR,,marketplace,111.65
3829,3171,2025-08-05 05:19:10,completed,express,11.7,20.06,9.77,123.53,USD,SPRING15,web,122.12
3830,695,2024-09-02 02:50:28,completed,standard,6.83,-5.0,5.65,73.95,MAD,,marketplace,56.47
3831,154,2023-10-19 12:32:47,cancelled,standard,2.57,5.29,34.09,0.0,USD,,web,426.17
3832,3339,2024-07-31 13:01:13,returned,standard,2.45,16.74,23.12,0.0,USD,,web,289.05
3833,4528,2023-08-23 21:39:59,returned,standard,5.2,7.41,11.52,0.0,EUR,WELCOME10,web,143.97
3834,2294,2023-08-28 20:22:26,completed,pickup,6.23,16.31,8.03,78.26,MAD,,mobile,80.31
3835,3953,2025-07-28 08:49:22,pending,standard,10.18,17.73,8.36,105.28,USD,,marketplace,104.47
3836,4934,2024-08-21 16:28:56,pending,express,20.63,8.15,4.21,69.35,GBP,,web,52.66
3837,417,2025-03-01 04:10:06,completed,express,17.81,3.84,21.77,253.46,MAD,,web,217.72
3838,4848,2024-08-09 21:31:36,completed,express,13.98,-1.65,3.54,63.42,USD,,mobile,44.25
3839,1242,2023-07-22 02:23:36,completed,pickup,7.89,-1.47,26.51,367.26,USD,,web,331.39
3840,209,2023-09-28 14:47:03,pending,pickup,16.73,-1.17,16.7,243.34,GBP,,web,208.74
3841,3597,2023-11-08 10:17:28,completed,standard,9.93,9.07,11.78,159.92,EUR,WELCOME10,web,147.28
3842,3594,2023-04-14 21:41:07,pending,standard,6.82,0.33,13.13,183.8,USD,,marketplace,164.18
3843,4282,2025-08-26 04:17:24,completed,standard,5.91,17.19,11.95,150.09,EUR,,web,149.42000000000002
3844,823,2024-06-19 22:01:51,completed,standard,23.44,-0.05,20.52,249.21,MAD,,marketplace,205.2
3845,3403,2025-05-06 07:16:34,completed,standard,3.3,18.17,21.45,274.69,USD,WELCOME10,web,268.11
3846,4194,2024-05-31 18:13:59,completed,express,5.68,21.39,2.95,24.15,EUR,,mobile,36.91
3847,1398,2024-04-21 19:41:52,pending,express,18.46,19.09,14.69,197.63,EUR,,web,183.57
3848,2956,2025-07-17 08:51:20,returned,pickup,11.07,3.21,23.81,0.0,USD,,web,297.65
3849,2959,2023-01-01 07:30:12,completed,pickup,18.77,0.23,3.16,61.19,USD,,web,39.489999999999995
3850,3862,2024-06-13 01:46:01,shipped,express,0.96,13.96,58.75,780.16,USD,SPRING15,marketplace,734.41
3851,2930,2023-09-10 10:40:05,completed,standard,11.64,6.64,15.48,214.0,USD,FREESHIP,web,193.52
3852,3832,2024-03-24 18:53:45,completed,standard,6.72,-5.0,12.84,185.1,USD,,web,160.54
3853,4513,2024-10-13 01:42:35,completed,express,11.87,2.72,14.25,201.54,GBP,,web,178.14
3854,2784,2023-03-08 06:01:29,completed,standard,9.09,9.54,5.72,76.82,USD,,web,71.55
3855,4561,2023-12-21 20:23:54,completed,standard,9.85,10.52,32.78,441.9,USD,WELCOME10,web,409.79
3856,3838,2024-05-21 11:51:14,completed,pickup,2.58,-0.53,11.33,156.08,GBP,WELCOME10,mobile,141.64
3857,2411,2024-06-10 22:53:05,completed,pickup,2.1,-4.6,7.32,105.5,GBP,,web,91.48
3858,4979,2024-02-13 16:29:12,shipped,express,6.53,11.58,16.53,218.13,EUR,,web,206.65
3859,2840,2023-05-15 10:15:30,completed,standard,2.07,-5.0,4.89,73.07,USD,FREESHIP,mobile,61.11
3860,1537,2025-05-09 07:29:52,completed,standard,8.64,11.18,16.86,225.02,USD,,web,210.70000000000002
3861,1800,2023-07-20 20:07:24,completed,pickup,14.36,22.44,12.25,126.66,MAD,,web,122.49
3862,4038,2025-01-12 18:52:48,cancelled,express,8.65,12.42,3.5,0.0,USD,SPRING15,web,43.69
3863,3208,2025-02-16 14:42:52,completed,standard,3.24,-5.0,3.49,55.35,EUR,,marketplace,43.62
3864,2288,2025-03-02 19:45:17,completed,standard,4.69,18.35,17.18,218.3,USD,,web,214.78
3865,848,2023-08-16 04:52:30,completed,standard,4.5,2.88,15.89,216.15,USD,,mobile,198.64000000000001
3866,2056,2023-12-23 16:13:53,completed,standard,3.49,12.81,23.98,314.41,USD,,web,299.75
3867,4424,2023-03-27 00:13:53,completed,standard,14.71,8.35,5.76,84.16,USD,SPRING15,mobile,72.04
3868,3061,2024-03-14 20:53:03,completed,pickup,4.44,3.26,7.21,80.53,MAD,SPRING15,web,72.14
3869,4278,2025-07-26 09:53:50,returned,standard,7.37,1.94,15.42,0.0,EUR,,web,192.74
3870,1732,2023-06-19 11:40:12,shipped,standard,11.27,12.35,18.69,251.25,USD,SPRING15,marketplace,233.64000000000001
3871,1917,2024-09-06 11:38:46,completed,standard,21.66,-0.93,1.54,43.36,USD,FREESHIP,web,19.23
3872,4074,2024-04-19 01:24:29,completed,express,6.58,-0.26,36.42,498.45,USD,,mobile,455.19000000000005
3873,4506,2023-03-13 21:35:30,completed,standard,11.24,1.21,13.29,189.4,USD,,marketplace,166.07999999999998
3874,996,2025-08-02 18:22:45,completed,standard,14.49,1.18,21.02,297.04,USD,,mobile,262.71000000000004
3875,3843,2023-05-27 17:41:50,completed,pickup,7.75,18.43,2.28,20.05,GBP,WELCOME10,mobile,28.45
3876,1783,2025-03-02 18:25:32,completed,express,5.64,11.12,5.39,67.34,USD,,web,67.43
3877,1820,2025-07-12 08:16:51,completed,express,2.78,9.23,15.16,198.26,USD,,mobile,189.55
3878,2895,2024-12-02 18:55:10,completed,priority,8.74,2.2,0.94,19.25,EUR,WELCOME10,web,11.77
3879,2945,2025-06-08 21:29:33,cancelled,pickup,0.65,7.02,38.41,0.0,USD,FREESHIP,mobile,480.13
3880,970,2023-01-08 22:42:04,completed,express,5.05,-5.0,2.54,44.34,USD,WELCOME10,mobile,31.75
3881,1496,2023-02-11 17:54:08,shipped,express,1.4,-5.0,7.17,103.14,EUR,,mobile,89.57
3882,2545,2025-02-09 16:11:22,completed,standard,6.06,20.32,3.12,27.85,EUR,FREESHIP,web,38.99
3883,4872,2024-11-25 19:43:54,returned,standard,17.86,12.98,17.84,0.0,USD,,web,222.95
3884,1981,2025-02-27 08:37:26,completed,standard,12.3,10.44,34.96,473.8,USD,,web,436.98
3885,271,2023-11-01 16:25:06,cancelled,standard,2.62,11.83,44.49,0.0,USD,,web,556.0799999999999
3886,558,2024-09-08 03:42:19,completed,express,5.18,9.97,11.52,150.69,USD,WELCOME10,marketplace,143.96
3887,2833,2023-06-01 15:43:36,pending,express,11.25,15.95,11.54,151.03,USD,,web,144.19
3888,4903,2024-05-24 23:41:27,completed,standard,9.63,-4.94,7.83,120.27,USD,,marketplace,97.87
3889,4200,2024-02-29 03:17:38,pending,express,8.59,-1.6,1.23,26.74,GBP,,web,15.32
3890,1256,2023-08-01 15:24:28,cancelled,standard,7.45,-0.95,2.26,0.0,EUR,,web,28.25
3891,1102,2025-06-30 13:33:15,pending,standard,9.49,4.98,0.77,14.94,USD,,marketplace,9.66
3892,3523,2023-02-05 13:14:27,completed,standard,14.79,5.6,15.82,222.72,USD,,mobile,197.71
3893,3437,2023-11-13 08:52:37,returned,express,8.3,-1.79,21.14,0.0,USD,,web,264.29
3894,1713,2024-01-21 22:28:22,returned,priority,2.22,2.95,11.27,0.0,USD,,web,140.83
3895,1248,2025-03-06 23:10:55,completed,standard,18.73,8.05,0.62,19.04,USD,,web,7.74
3896,2530,2025-05-08 01:05:45,completed,standard,2.6,-1.45,8.87,123.81,USD,WELCOME10,web,110.89
3897,1079,2023-02-16 05:09:27,completed,standard,0.4,-2.51,15.26,208.95,USD,,web,190.78
3898,4562,2023-05-17 19:57:35,completed,standard,3.71,9.67,10.73,138.91,USD,,mobile,134.14
3899,90,2025-05-16 07:42:54,completed,priority,7.62,4.44,11.6,159.74,USD,,mobile,144.96
3900,1161,2023-06-17 10:28:55,shipped,express,9.37,-5.0,7.33,113.37,EUR,,web,91.67
3901,2114,2023-10-14 02:18:05,completed,standard,5.76,-5.0,33.5,462.96,USD,,marketplace,418.7
3902,837,2025-06-05 04:46:10,completed,standard,11.57,11.93,10.65,143.36,USD,,web,133.07
3903,4385,2023-06-25 12:27:28,completed,express,6.07,2.34,14.94,168.02,MAD,,web,149.35
3904,3527,2025-05-18 12:20:22,completed,standard,7.74,4.54,28.12,382.81,USD,,marketplace,351.49
3905,383,2023-03-07 23:21:13,completed,standard,5.05,6.45,8.45,112.72,USD,,marketplace,105.67
3906,909,2025-04-24 22:22:39,completed,express,14.19,2.58,20.48,288.11,USD,VIP20,marketplace,256.02
3907,2979,2024-02-13 12:25:48,completed,standard,4.8,10.97,15.49,164.22,MAD,,web,154.9
3908,781,2023-06-01 18:39:56,completed,pickup,7.33,4.33,2.05,30.69,EUR,SPRING15,web,25.64
3909,1900,2023-10-08 23:29:52,shipped,standard,7.84,24.85,6.58,71.81,USD,SPRING15,web,82.24000000000001
3910,1548,2025-01-06 08:04:18,completed,standard,6.72,-2.55,14.26,201.72,GBP,,web,178.19
3911,2721,2023-05-27 19:17:41,completed,express,5.96,9.91,34.74,465.08,USD,,mobile,434.28999999999996
3912,2963,2025-05-17 20:30:39,cancelled,standard,3.95,-5.0,0.35,0.0,EUR,,web,4.38
3913,242,2024-05-18 11:10:19,completed,pickup,43.12,-5.0,5.56,123.15,EUR,,marketplace,69.47
3914,1033,2024-08-13 07:36:49,completed,express,3.14,9.92,4.06,48.07,USD,WELCOME10,web,50.79
3915,894,2024-04-08 05:03:53,completed,standard,6.92,11.6,23.13,307.59,USD,SPRING15,web,289.14
3916,1135,2025-07-20 21:31:31,completed,standard,4.5,5.5,0.63,7.54,USD,,mobile,7.91
3917,1226,2023-05-03 21:42:35,pending,standard,7.05,0.57,12.98,181.72,USD,,marketplace,162.26
3918,678,2023-03-04 19:31:40,completed,standard,5.2,-1.36,18.78,260.06,GBP,VIP20,web,234.72
3919,4501,2023-03-03 09:26:34,completed,priority,10.18,-5.0,10.96,163.15,EUR,FREESHIP,web,137.01
3920,2274,2025-03-03 12:04:51,cancelled,standard,6.78,-2.7,12.23,0.0,USD,,web,152.85000000000002
3921,635,2024-11-18 02:30:37,returned,express,2.48,21.19,9.84,0.0,USD,VIP20,mobile,122.94
3922,1598,2023-08-01 14:17:48,pending,standard,6.08,1.2,38.05,518.56,USD,WELCOME10,web,475.63
3923,3573,2024-11-29 21:08:25,completed,standard,13.88,4.18,36.7,505.17,EUR,,web,458.77
3924,842,2023-06-24 11:29:07,completed,standard,8.7,-5.0,6.82,105.79,EUR,,mobile,85.27000000000001
